,Rk,Unnamed: 1,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,team_name
15,16,Sam Merrill,25,6,58,7.9,0.485,0.958,0.167,1.8,11.2,6.4,9.4,0.0,0.0,7.2,19.9,0.0,0.0,0.0,0.024,-2.0,-3.7,-5.8,-0.1,MEM
16,17,Yves Pons,22,6,21,4.3,0.387,0.333,0.667,9.8,15.5,12.6,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.024,-3.9,-2.8,-6.6,0.0,MEM
17,18,Dakota Mathias,26,6,16,11.5,0.5,1.0,0.0,0.0,13.5,6.6,8.3,3.0,0.0,0.0,15.6,0.0,0.0,0.0,0.109,-1.3,1.3,0.0,0.0,MEM
18,19,Shaq Buchanan,25,2,10,0.8,0.25,0.5,0.0,10.3,10.8,10.5,25.8,4.8,0.0,33.3,24.9,-0.1,0.0,0.0,-0.239,-10.9,-0.2,-11.1,0.0,MEM
19,20,DaQuan Jeffries,24,3,9,8.7,0.5,0.5,0.0,0.0,24.1,11.7,14.6,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.093,-5.6,0.5,-5.2,0.0,MEM
20,21,Xavier Sneed,24,2,8,-7.3,0.0,1.0,0.0,12.9,13.5,13.2,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,-0.158,-14.3,-5.8,-20.2,0.0,MEM
21,22,Jon Teske,24,3,8,1.5,0.0,0.0,2.0,0.0,27.1,13.2,14.3,6.0,0.0,0.0,9.8,0.0,0.0,0.0,-0.09,-8.4,3.3,-5.0,0.0,MEM
22,23,Tyrell Terry,21,2,3,20.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.219,-3.3,2.3,-1.0,0.0,MEM
0,1,Bojan Bogdanović,32,46,1417,16.6,0.608,0.488,0.289,3.0,11.4,7.4,8.7,0.8,0.1,9.9,23.3,3.1,0.9,4.0,0.135,2.2,-1.6,0.7,1.0,UTA
1,2,Royce O'Neale,28,44,1392,11.2,0.629,0.669,0.161,3.1,14.2,8.9,10.1,2.0,1.4,13.1,9.1,2.1,1.6,3.7,0.127,-0.2,2.1,1.9,1.4,UTA
2,3,Rudy Gobert,29,42,1364,25.7,0.728,0.006,0.848,12.8,36.4,25.2,5.3,1.2,6.0,14.3,17.1,5.1,2.8,7.9,0.279,3.4,1.9,5.4,2.6,UTA
3,4,Donovan Mitchell,25,40,1340,21.9,0.566,0.458,0.205,2.8,9.7,6.4,26.9,2.3,0.6,11.6,33.0,2.9,1.4,4.3,0.154,4.1,-0.4,3.7,2.0,UTA
4,5,Jordan Clarkson,29,47,1237,14.0,0.515,0.562,0.14,3.2,10.7,7.1,14.0,1.3,0.8,10.0,27.3,0.5,1.0,1.5,0.059,0.1,-1.6,-1.4,0.2,UTA
5,6,Mike Conley,34,42,1197,18.4,0.601,0.541,0.203,2.3,8.8,5.7,26.8,1.9,0.8,12.0,20.2,3.4,1.1,4.5,0.18,3.4,0.2,3.5,1.7,UTA
6,7,Joe Ingles,34,42,1063,10.6,0.561,0.786,0.074,1.3,10.7,6.2,19.0,1.1,0.4,14.1,13.3,1.4,0.8,2.2,0.097,-0.3,0.3,0.0,0.5,UTA
7,8,Hassan Whiteside,32,37,622,22.1,0.644,0.0,0.474,15.3,28.5,22.2,3.4,0.8,6.8,12.5,18.9,1.8,1.1,2.9,0.224,-0.1,0.8,0.7,0.4,UTA
8,9,Rudy Gay,35,30,609,14.9,0.566,0.569,0.227,5.4,18.9,12.5,7.6,1.4,1.3,8.5,19.3,1.0,0.7,1.7,0.133,0.8,-0.2,0.6,0.4,UTA
9,10,Eric Paschall,25,34,416,13.1,0.615,0.484,0.377,6.0,11.2,8.7,6.1,0.5,0.8,11.8,16.8,0.8,0.3,1.0,0.117,-0.1,-1.2,-1.2,0.1,UTA
10,11,Trent Forrest,23,37,374,9.6,0.604,0.115,0.41,3.9,12.8,8.6,14.1,1.3,0.7,27.3,11.5,0.2,0.3,0.5,0.069,-2.4,0.8,-1.6,0.0,UTA
11,12,Jared Butler,21,21,131,10.2,0.5,0.557,0.148,0.9,11.9,6.6,18.1,3.0,3.9,20.7,27.2,-0.2,0.2,0.0,-0.01,-3.9,1.4,-2.5,0.0,UTA
12,13,Danuel House Jr.,28,5,108,13.2,0.57,0.6,0.44,2.1,12.5,7.5,12.4,1.4,2.4,6.3,12.8,0.2,0.1,0.3,0.139,0.5,0.0,0.4,0.1,UTA
13,14,Elijah Hughes,23,11,76,15.3,0.711,0.75,0.125,0.0,15.0,7.8,9.5,1.9,0.0,16.5,17.3,0.1,0.1,0.2,0.141,1.7,0.5,2.2,0.1,UTA
14,15,Udoka Azubuike,22,8,54,7.0,0.619,0.0,0.25,4.2,19.2,12.0,0.0,0.9,6.4,36.0,11.2,-0.1,0.1,0.0,0.005,-6.5,0.6,-5.8,-0.1,UTA
15,16,Miye Oni,24,16,44,0.5,0.265,0.889,0.111,2.6,14.2,8.6,14.2,0.0,0.0,9.6,10.3,-0.1,0.0,0.0,-0.033,-7.3,-0.5,-7.9,-0.1,UTA
16,17,Malik Fitts,24,7,35,-1.5,0.333,0.444,0.0,0.0,29.7,15.5,0.0,0.0,0.0,18.2,13.7,-0.1,0.0,-0.1,-0.106,-7.9,-2.3,-10.2,-0.1,UTA
17,18,Norvel Pelle,28,3,19,12.5,0.6,0.0,0.0,17.9,16.4,17.1,0.0,0.0,4.5,28.6,16.0,0.0,0.0,0.0,0.043,-2.7,-4.4,-7.1,0.0,UTA
18,19,Denzel Valentine,28,2,18,4.3,0.625,0.75,0.0,0.0,23.1,12.0,0.0,2.7,0.0,33.3,14.5,0.0,0.0,0.0,-0.025,-7.6,1.5,-6.2,0.0,UTA
19,20,Zylan Cheatham,26,1,5,-23.8,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,-0.1,0.0,-0.1,-0.62,-18.8,-11.4,-30.2,0.0,UTA
0,1,Dorian Finney-Smith,28,46,1479,12.3,0.566,0.599,0.14,5.3,11.3,8.3,8.9,1.9,1.5,9.9,14.1,1.5,2.1,3.6,0.117,-0.3,1.1,0.9,1.1,DAL
1,2,Jalen Brunson,25,46,1432,18.0,0.57,0.23,0.216,2.0,11.4,6.6,29.3,1.5,0.1,10.9,22.4,2.9,1.7,4.6,0.153,1.3,0.4,1.7,1.3,DAL
2,3,Tim Hardaway Jr.,29,41,1235,12.9,0.517,0.573,0.187,1.1,12.7,6.9,11.6,1.5,0.4,5.6,21.8,0.6,1.6,2.2,0.085,-0.4,0.1,-0.3,0.5,DAL
3,4,Luka Dončić,22,32,1126,21.9,0.535,0.377,0.309,2.6,25.0,13.7,45.7,1.7,1.2,16.2,36.3,0.6,2.0,2.6,0.11,4.3,1.6,6.0,2.3,DAL
4,5,Dwight Powell,30,47,948,16.1,0.69,0.147,0.503,10.5,13.7,12.1,8.2,1.1,1.5,12.1,12.9,2.7,1.2,3.9,0.197,-0.3,0.6,0.3,0.5,DAL
5,6,Kristaps Porziņģis,26,31,938,23.3,0.571,0.345,0.345,7.3,21.7,14.5,12.4,1.2,5.5,8.0,28.1,2.1,1.8,3.8,0.195,3.3,1.0,4.3,1.5,DAL
6,7,Reggie Bullock,30,39,918,7.6,0.512,0.75,0.083,1.9,12.6,7.2,6.8,0.8,0.5,7.4,12.5,0.2,1.0,1.2,0.061,-2.5,0.0,-2.5,-0.1,DAL
7,8,Maxi Kleber,30,32,791,11.2,0.564,0.754,0.162,4.8,20.3,12.5,6.8,0.8,3.3,11.3,13.1,0.6,1.2,1.8,0.111,-1.0,1.4,0.5,0.5,DAL
8,9,Sterling Brown,26,36,513,9.5,0.523,0.617,0.086,4.7,22.3,13.4,8.0,1.2,0.9,13.7,13.4,0.1,0.8,0.8,0.079,-2.6,0.5,-2.1,0.0,DAL
9,10,Frank Ntilikina,23,36,459,10.1,0.502,0.517,0.129,1.7,10.6,6.1,15.0,2.4,0.6,12.9,17.4,0.0,0.7,0.6,0.065,-3.2,1.2,-2.0,0.0,DAL
10,11,Josh Green,21,32,389,13.6,0.603,0.219,0.219,5.3,11.3,8.3,13.1,2.2,1.2,11.7,13.7,0.6,0.6,1.2,0.147,-2.1,2.0,-0.1,0.2,DAL
11,12,Trey Burke,29,23,270,14.2,0.512,0.388,0.127,0.8,8.6,4.7,26.1,1.7,0.0,10.2,26.1,0.1,0.3,0.4,0.074,-0.8,-0.7,-1.5,0.0,DAL
12,13,Willie Cauley-Stein,28,18,177,8.5,0.474,0.057,0.057,8.0,15.6,11.7,7.1,1.7,1.5,16.3,10.8,0.0,0.3,0.3,0.069,-4.0,0.9,-3.1,0.0,DAL
13,14,Moses Brown,22,25,165,15.6,0.588,0.0,0.86,10.5,28.7,19.5,0.0,0.9,4.4,16.9,22.5,0.1,0.3,0.4,0.118,-4.6,-0.6,-5.2,-0.1,DAL
14,15,Marquese Chriss,24,14,149,17.5,0.666,0.25,0.286,7.3,28.1,17.6,4.7,0.7,2.4,14.9,22.2,0.2,0.3,0.5,0.152,-1.8,0.7,-1.1,0.0,DAL
15,16,Theo Pinson,26,12,96,9.6,0.435,0.741,0.148,0.0,18.4,9.1,17.4,2.1,1.9,6.5,14.3,0.0,0.2,0.2,0.082,-2.9,2.3,-0.6,0.0,DAL
16,17,Boban Marjanović,33,16,95,21.3,0.627,0.054,0.286,8.0,26.7,17.3,4.8,0.0,1.9,14.9,34.9,0.0,0.1,0.1,0.07,-1.5,-1.2,-2.7,0.0,DAL
17,18,Brandon Knight,30,3,54,17.3,0.638,0.65,0.4,0.0,14.3,7.1,23.3,0.9,0.0,14.5,22.8,0.1,0.1,0.2,0.174,-0.2,-0.8,-1.0,0.0,DAL
18,19,Carlik Jones,24,3,19,-3.8,0.127,0.143,0.286,5.7,11.6,8.6,32.7,2.6,0.0,27.6,25.6,-0.2,0.0,-0.1,-0.333,-12.7,-4.1,-16.8,-0.1,DAL
19,20,George King,28,4,19,-12.4,0.085,0.8,0.4,0.0,29.0,14.4,0.0,0.0,0.0,14.5,16.2,-0.1,0.0,-0.1,-0.29,-16.3,-3.3,-19.6,-0.1,DAL
20,21,Eugene Omoruyi,24,4,18,17.3,0.518,0.4,0.8,12.1,30.6,21.3,16.0,0.0,0.0,0.0,16.8,0.1,0.0,0.1,0.208,3.4,0.6,4.0,0.0,DAL
21,22,Charlie Brown Jr.,24,3,15,5.1,0.2,0.6,0.0,0.0,7.3,3.6,9.0,6.7,6.0,0.0,14.9,-0.1,0.0,0.0,-0.041,-7.4,5.3,-2.1,0.0,DAL
22,23,Isaiah Thomas,32,1,13,13.0,0.375,0.375,0.0,0.0,0.0,0.0,53.7,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.016,-0.4,-3.5,-3.9,0.0,DAL
23,24,JaQuori McLaughlin,24,4,11,-2.9,0.0,0.5,0.0,0.0,0.0,0.0,22.6,0.0,0.0,0.0,8.1,0.0,0.0,0.0,-0.098,-9.2,-4.2,-13.4,0.0,DAL
0,1,Aaron Gordon,26,42,1343,15.7,0.608,0.306,0.297,6.0,13.4,9.8,11.8,1.0,1.7,12.8,18.9,2.1,1.1,3.2,0.116,0.7,-0.9,-0.1,0.6,DEN
1,2,Nikola Jokić,26,40,1327,33.2,0.65,0.237,0.306,9.5,36.3,23.1,42.4,2.1,2.3,14.9,31.6,5.8,2.4,8.3,0.299,9.6,4.6,14.2,5.4,DEN
2,3,Will Barton,31,40,1306,14.3,0.541,0.475,0.123,2.1,14.2,8.2,19.3,1.3,1.3,11.3,21.7,0.8,1.1,2.0,0.073,1.0,-0.7,0.3,0.8,DEN
3,4,Monte Morris,26,42,1260,13.7,0.558,0.405,0.081,1.2,9.1,5.2,20.4,1.2,0.4,9.4,18.4,1.5,0.8,2.4,0.09,-0.2,-1.0,-1.1,0.3,DEN
4,5,Jeff Green,35,41,1032,12.7,0.613,0.315,0.325,2.4,11.7,7.1,7.5,0.6,1.9,10.5,17.3,1.4,0.7,2.1,0.097,-1.6,-1.1,-2.6,-0.2,DEN
5,6,Facundo Campazzo,30,44,960,12.3,0.523,0.633,0.234,2.0,8.7,5.4,24.6,2.6,1.9,16.5,15.2,0.8,1.1,1.9,0.096,-1.6,1.0,-0.6,0.3,DEN
6,7,Austin Rivers,29,32,662,6.2,0.499,0.659,0.119,1.9,7.3,4.6,6.9,1.3,0.3,11.5,14.1,-0.3,0.4,0.1,0.01,-4.1,-0.8,-4.9,-0.5,DEN
7,8,Bones Hyland,21,34,600,10.4,0.5,0.626,0.136,1.3,14.3,7.9,14.0,1.4,1.4,11.1,24.1,-0.4,0.6,0.2,0.016,-2.4,-1.2,-3.6,-0.2,DEN
8,9,JaMychal Green,31,35,523,12.8,0.542,0.455,0.251,6.7,20.4,13.6,7.6,2.3,3.0,14.7,18.5,0.1,0.8,0.9,0.083,-3.1,0.9,-2.3,0.0,DEN
9,10,Zeke Nnaji,21,29,434,14.7,0.622,0.437,0.365,8.8,16.0,12.5,2.6,0.8,1.7,5.8,15.9,0.9,0.4,1.3,0.145,-0.2,-2.0,-2.2,0.0,DEN
10,11,PJ Dozier,25,18,340,9.1,0.463,0.485,0.131,4.6,15.9,10.3,11.6,1.6,1.6,11.0,15.4,-0.1,0.4,0.3,0.042,-2.9,0.7,-2.2,0.0,DEN
11,12,Davon Reed,26,19,310,12.3,0.589,0.486,0.071,3.3,16.0,9.7,9.6,2.6,0.9,5.2,10.9,0.5,0.4,0.8,0.131,-1.4,1.7,0.3,0.2,DEN
12,13,Michael Porter Jr.,23,9,265,7.9,0.416,0.466,0.087,3.8,20.8,12.4,9.1,1.9,0.7,10.1,20.0,-0.5,0.3,-0.2,-0.029,-3.8,0.2,-3.6,-0.1,DEN
13,14,Vlatko Čančar,24,14,152,14.3,0.678,0.308,0.308,4.5,12.3,8.4,12.3,0.7,1.8,15.3,15.3,0.3,0.1,0.4,0.128,0.0,-0.7,-0.8,0.0,DEN
14,15,Markus Howard,22,17,118,11.9,0.533,0.75,0.125,0.0,4.7,2.4,6.5,2.5,0.0,8.2,27.7,-0.1,0.1,0.0,0.017,-1.2,-1.8,-3.1,0.0,DEN
15,16,Bol Bol,22,13,81,14.6,0.583,0.148,0.111,5.6,21.7,13.8,9.4,0.6,2.3,12.4,17.7,0.1,0.1,0.1,0.086,-0.4,-0.7,-1.1,0.0,DEN
16,17,Bryn Forbes,28,2,40,6.3,0.459,0.364,0.091,2.8,2.8,2.8,3.9,0.0,0.0,0.0,25.4,0.0,0.0,0.0,-0.019,-6.1,-5.6,-11.6,-0.1,DEN
17,18,Petr Cornelie,26,13,38,10.1,0.418,0.533,0.267,20.8,20.3,20.5,11.1,1.3,2.5,19.3,24.3,-0.1,0.0,0.0,-0.01,-5.9,-2.9,-8.8,-0.1,DEN
18,19,Rayjon Tucker,24,3,29,14.1,0.798,1.0,2.0,3.9,11.4,7.7,17.1,1.7,0.0,0.0,5.8,0.1,0.0,0.1,0.221,0.7,1.1,1.8,0.0,DEN
19,20,James Ennis III,31,3,14,4.0,0.311,0.333,0.167,8.1,7.9,8.0,30.6,0.0,0.0,13.4,23.6,0.0,0.0,0.0,-0.134,-7.1,-4.1,-11.2,0.0,DEN
20,21,DeMarcus Cousins,31,1,12,-15.6,0.127,0.429,0.286,9.4,45.9,27.9,11.0,0.0,0.0,11.3,32.9,-0.1,0.0,-0.1,-0.505,-23.6,-9.0,-32.6,-0.1,DEN
21,22,Carlik Jones,24,2,4,9.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,-0.027,-2.8,-3.9,-6.7,0.0,DEN
0,1,Anthony Edwards,20,40,1401,17.0,0.563,0.479,0.191,3.0,12.8,7.7,16.9,2.1,1.9,13.4,27.1,1.1,1.5,2.6,0.089,2.1,-0.2,1.9,1.4,MIN
1,2,Karl-Anthony Towns,26,39,1345,23.2,0.626,0.326,0.355,8.2,20.4,14.0,18.2,1.5,3.5,15.1,27.6,3.4,1.7,5.2,0.184,4.3,0.6,4.9,2.3,MIN
2,3,Malik Beasley,25,46,1226,10.6,0.508,0.726,0.054,1.5,11.2,6.2,9.0,1.0,0.5,5.7,19.8,0.5,0.7,1.3,0.051,-0.2,-1.5,-1.7,0.1,MIN
3,4,D'Angelo Russell,25,36,1169,17.3,0.542,0.534,0.217,1.0,11.2,5.9,34.3,1.4,1.6,13.2,26.0,1.9,0.9,2.8,0.116,3.0,-0.9,2.1,1.2,MIN
4,5,Jaden McDaniels,21,43,1110,8.7,0.498,0.443,0.11,5.2,13.1,9.0,5.5,1.5,2.6,11.8,15.0,-0.1,1.1,1.0,0.044,-4.1,-0.1,-4.2,-0.6,MIN
5,6,Jarred Vanderbilt,22,41,1058,16.3,0.61,0.05,0.313,12.5,25.2,18.6,7.2,3.0,2.7,15.8,10.7,1.8,1.9,3.7,0.168,-0.7,1.7,1.0,0.8,MIN
6,7,Patrick Beverley,33,32,834,15.3,0.517,0.514,0.251,4.6,14.0,9.1,26.9,2.1,3.5,12.1,15.3,1.4,1.0,2.5,0.142,0.8,2.4,3.2,1.1,MIN
7,8,Naz Reid,22,43,706,17.0,0.55,0.352,0.309,9.5,17.3,13.3,7.3,1.4,6.4,11.5,22.6,0.8,0.9,1.7,0.116,-0.6,0.1,-0.5,0.3,MIN
8,9,Taurean Prince,27,35,510,9.3,0.544,0.629,0.182,2.6,12.3,7.3,7.9,1.4,1.4,12.0,14.3,0.2,0.4,0.7,0.063,-2.5,-0.1,-2.6,-0.1,MIN
9,10,Jaylen Nowell,22,31,451,19.5,0.577,0.346,0.215,2.3,13.4,7.6,23.1,1.8,1.3,6.7,22.2,1.2,0.4,1.6,0.172,2.4,0.3,2.7,0.5,MIN
10,11,Josh Okogie,23,30,385,7.8,0.464,0.458,0.514,6.6,10.0,8.2,6.1,2.1,2.3,14.5,11.2,0.0,0.4,0.4,0.049,-4.2,0.6,-3.6,-0.2,MIN
11,12,Jordan McLaughlin,25,29,316,8.3,0.364,0.378,0.297,1.9,8.4,5.0,27.2,2.7,0.3,18.5,13.5,-0.2,0.3,0.1,0.015,-4.5,0.3,-4.2,-0.2,MIN
12,13,Leandro Bolmaro,21,24,186,3.7,0.389,0.375,0.281,8.2,11.9,10.0,7.5,1.3,0.0,25.0,10.7,-0.2,0.1,-0.1,-0.015,-6.1,-0.7,-6.8,-0.2,MIN
13,14,Nathan Knight,24,23,184,16.6,0.577,0.14,0.8,12.2,21.0,16.4,10.8,1.0,3.8,15.1,18.0,0.4,0.2,0.6,0.149,-1.6,0.1,-1.5,0.0,MIN
14,15,Jake Layman,27,20,159,6.7,0.444,0.522,0.174,2.6,13.2,7.7,4.3,1.8,1.9,12.4,14.8,-0.2,0.2,0.0,-0.003,-5.2,-0.6,-5.8,-0.2,MIN
15,16,Greg Monroe,31,3,63,19.0,0.617,0.0,0.357,8.1,28.0,17.6,25.2,1.5,6.3,19.8,13.4,0.1,0.1,0.2,0.181,-0.2,4.4,4.2,0.1,MIN
16,17,McKinley Wright IV,23,3,9,14.1,0.833,0.667,0.0,0.0,0.0,0.0,18.1,0.0,0.0,25.0,18.5,0.0,0.0,0.0,0.088,0.4,-2.8,-2.4,0.0,MIN
17,18,Chris Silva,25,1,3,3.9,,,,0.0,36.8,17.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.056,-5.8,-1.1,-6.9,0.0,MIN
0,1,Russell Westbrook,33,47,1638,15.6,0.505,0.214,0.323,4.4,20.0,12.3,34.6,1.5,0.7,18.3,27.7,-0.1,1.7,1.6,0.046,-0.5,-0.6,-1.1,0.3,LAL
1,2,LeBron James,37,35,1285,26.8,0.615,0.377,0.286,3.3,18.8,11.1,31.0,2.1,2.7,11.9,31.2,3.8,1.7,5.5,0.204,6.9,1.3,8.2,3.3,LAL
2,3,Carmelo Anthony,37,44,1180,14.7,0.578,0.565,0.224,3.5,12.9,8.2,5.2,1.3,2.7,6.6,19.8,1.6,1.0,2.7,0.108,0.5,-0.8,-0.3,0.5,LAL
3,4,Malik Monk,23,42,1097,14.3,0.608,0.554,0.131,2.0,10.2,6.1,12.9,1.3,1.6,11.8,18.2,1.4,0.8,2.2,0.098,0.5,-0.7,-0.2,0.5,LAL
4,5,Anthony Davis,28,27,955,23.3,0.569,0.116,0.334,8.3,21.2,14.8,13.7,1.6,5.2,9.8,27.5,1.7,1.4,3.1,0.154,2.2,0.6,2.9,1.2,LAL
5,6,Avery Bradley,31,39,932,9.0,0.552,0.591,0.058,2.4,8.3,5.4,5.1,1.8,0.8,8.1,12.4,0.5,0.7,1.2,0.06,-2.8,0.1,-2.7,-0.2,LAL
6,7,Talen Horton-Tucker,21,31,834,10.3,0.495,0.331,0.217,2.6,11.1,6.9,14.2,1.7,1.6,12.8,19.3,-0.2,0.7,0.5,0.028,-3.6,-0.5,-4.1,-0.5,LAL
7,8,Wayne Ellington,34,31,614,8.6,0.58,0.915,0.03,1.2,7.3,4.3,4.8,1.2,0.3,7.7,12.6,0.4,0.3,0.7,0.056,-1.3,-0.7,-2.0,0.0,LAL
8,9,Austin Reaves,23,28,579,9.2,0.627,0.56,0.319,2.2,10.3,6.3,6.7,0.7,0.5,11.4,11.0,0.7,0.3,1.0,0.082,-2.7,-1.0,-3.6,-0.2,LAL
9,10,Dwight Howard,36,37,551,18.1,0.661,0.08,0.661,13.9,24.7,19.4,5.3,2.3,4.0,17.7,13.7,1.2,0.9,2.1,0.182,-0.7,0.8,0.1,0.3,LAL
10,11,Kent Bazemore,32,25,416,6.4,0.448,0.538,0.123,2.1,10.6,6.4,6.9,2.3,1.3,8.2,12.5,-0.2,0.4,0.2,0.027,-4.9,1.1,-3.8,-0.2,LAL
11,12,DeAndre Jordan,33,29,377,18.4,0.674,0.0,0.198,12.8,32.0,22.5,5.0,1.3,6.0,16.9,12.8,0.7,0.7,1.4,0.178,-1.0,1.1,0.1,0.2,LAL
12,13,Rajon Rondo,35,18,289,6.8,0.383,0.423,0.028,3.7,14.1,9.0,30.1,2.0,1.6,32.1,15.7,-0.6,0.3,-0.3,-0.042,-4.6,0.2,-4.5,-0.2,LAL
13,14,Stanley Johnson,25,13,268,11.9,0.658,0.544,0.333,2.4,11.3,6.9,8.6,1.8,1.7,9.7,11.6,0.5,0.2,0.7,0.132,-2.1,0.5,-1.6,0.0,LAL
14,15,Trevor Ariza,36,13,245,6.6,0.47,0.844,0.089,1.8,17.1,9.5,7.8,1.2,0.7,13.0,9.4,-0.1,0.2,0.1,0.029,-2.9,-0.3,-3.1,-0.1,LAL
15,16,Isaiah Thomas,32,4,101,3.4,0.422,0.564,0.282,1.1,7.3,4.2,8.1,0.0,1.8,10.2,20.7,-0.2,0.0,-0.2,-0.073,-5.7,-2.7,-8.4,-0.2,LAL
16,17,Darren Collison,34,3,37,-0.2,0.286,0.429,0.0,0.0,11.3,5.7,6.8,1.3,0.0,12.5,9.3,-0.1,0.0,0.0,-0.063,-9.9,-1.0,-10.8,-0.1,LAL
17,18,Chaundee Brown Jr.,23,2,21,-8.7,0.143,0.429,0.0,0.0,10.0,5.1,0.0,0.0,0.0,12.5,16.3,-0.1,0.0,-0.1,-0.3,-11.3,-5.2,-16.4,-0.1,LAL
18,19,Jay Huff,23,4,20,0.6,0.0,0.667,0.0,5.4,15.7,10.6,5.9,2.4,4.5,25.0,8.6,-0.1,0.0,0.0,-0.111,-8.1,0.8,-7.3,0.0,LAL
19,20,Sekou Doumbouya,21,2,16,41.3,0.717,0.25,0.5,13.4,26.2,19.9,0.0,8.9,11.4,17.0,31.5,0.0,0.1,0.1,0.321,9.1,9.9,19.0,0.1,LAL
20,21,Jemerrio Jones,26,2,15,15.0,0.667,0.0,0.0,14.3,7.0,10.6,0.0,3.2,0.0,0.0,8.6,0.0,0.0,0.1,0.179,-1.0,-0.2,-1.1,0.0,LAL
21,22,Mason Jones,23,2,9,-2.2,0.282,0.25,0.25,11.9,11.6,11.8,0.0,5.3,0.0,10.1,47.0,-0.1,0.0,-0.1,-0.439,-13.3,-4.6,-17.9,0.0,LAL
0,1,Reggie Jackson,31,44,1390,12.3,0.496,0.468,0.13,1.6,9.5,5.7,21.8,1.2,0.3,11.3,26.8,-0.6,1.1,0.5,0.018,-1.0,-1.5,-2.5,-0.2,LAC
1,2,Terance Mann,25,47,1375,12.2,0.569,0.343,0.223,5.2,13.5,9.5,11.5,0.9,0.4,10.6,15.1,1.7,1.3,3.0,0.103,-1.1,-0.2,-1.3,0.2,LAC
2,3,Eric Bledsoe,32,48,1233,12.7,0.514,0.343,0.249,2.3,11.3,6.9,24.3,2.5,1.2,18.8,20.1,-0.3,1.6,1.3,0.051,-2.0,1.0,-0.9,0.3,LAC
3,4,Luke Kennard,25,38,1091,12.1,0.59,0.678,0.106,0.7,11.2,6.1,10.5,1.1,0.4,7.9,16.3,1.3,1.0,2.2,0.098,0.2,0.1,0.2,0.6,LAC
4,5,Ivica Zubac,24,44,1087,19.6,0.706,0.0,0.53,12.2,22.4,17.4,7.3,0.9,3.7,16.0,14.9,3.0,1.7,4.7,0.208,0.4,0.9,1.2,0.9,LAC
5,6,Paul George,31,26,924,18.1,0.528,0.39,0.21,1.3,19.3,10.5,27.7,2.8,0.9,15.2,34.1,-0.6,1.6,0.9,0.049,1.4,1.6,3.0,1.2,LAC
6,7,Marcus Morris,32,26,789,13.4,0.535,0.408,0.227,2.1,15.4,8.9,11.3,0.8,1.0,8.5,23.0,0.4,0.8,1.2,0.074,-0.4,-0.9,-1.3,0.1,LAC
7,8,Nicolas Batum,33,28,729,14.5,0.649,0.741,0.116,1.8,16.7,9.4,9.3,2.0,2.6,11.2,13.5,1.0,1.1,2.1,0.138,0.7,2.3,3.0,0.9,LAC
8,9,Amir Coffey,24,35,711,13.4,0.622,0.632,0.287,2.1,12.5,7.5,11.3,1.2,1.0,6.2,12.9,1.4,0.7,2.2,0.145,0.4,0.7,1.1,0.6,LAC
9,10,Isaiah Hartenstein,23,34,529,24.1,0.68,0.019,0.35,11.4,17.0,14.3,18.6,2.4,6.4,14.4,17.9,1.7,1.0,2.8,0.25,1.6,3.9,5.5,1.0,LAC
