,Rk,Unnamed: 1,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,team_name
10,11,Brandon Boston Jr.,20,31,510,9.8,0.458,0.369,0.22,2.1,13.6,8.0,8.3,1.6,1.3,8.6,22.1,-0.6,0.6,0.0,0.004,-3.5,-0.7,-4.2,-0.3,LAC
11,12,Serge Ibaka,32,29,447,14.1,0.548,0.358,0.138,8.4,19.7,14.2,11.1,0.7,4.0,15.1,19.5,0.2,0.6,0.8,0.084,-1.4,0.2,-1.2,0.1,LAC
12,13,Justise Winslow,25,32,366,12.1,0.484,0.212,0.221,5.6,22.6,14.3,15.1,2.3,3.0,18.4,18.3,-0.3,0.7,0.4,0.048,-3.9,1.7,-2.2,0.0,LAC
13,14,Keon Johnson,19,15,135,9.7,0.44,0.216,0.412,4.8,11.4,8.2,14.1,2.5,1.3,10.4,21.9,-0.1,0.2,0.1,0.025,-5.8,0.1,-5.8,-0.1,LAC
14,15,Jay Scrubb,21,14,95,9.4,0.453,0.475,0.175,2.3,9.7,6.1,11.3,1.5,2.7,10.4,22.2,-0.1,0.1,0.0,-0.016,-4.1,-1.1,-5.1,-0.1,LAC
15,16,Xavier Moon,27,6,83,12.7,0.467,0.294,0.088,1.3,9.9,5.7,18.8,2.9,1.0,7.8,20.3,0.0,0.1,0.1,0.051,-3.4,0.6,-2.8,0.0,LAC
16,17,Wenyen Gabriel,24,6,46,8.5,0.474,0.385,0.308,11.7,20.0,16.0,6.2,1.1,3.7,16.9,17.0,0.0,0.1,0.0,0.047,-6.5,-1.1,-7.6,-0.1,LAC
17,18,James Ennis III,31,2,28,26.9,0.784,0.364,0.364,7.7,11.0,9.4,0.0,1.7,3.0,7.3,21.6,0.1,0.0,0.2,0.288,3.9,0.0,3.9,0.0,LAC
18,19,Moses Wright,23,1,1,32.0,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.445,10.9,13.5,24.4,0.0,LAC
0,1,Robert Covington,31,43,1254,10.5,0.532,0.686,0.094,3.1,18.2,10.5,5.8,2.4,4.2,13.6,12.5,0.1,1.3,1.3,0.051,-2.2,1.4,-0.8,0.4,POR
1,2,Jusuf Nurkić,27,43,1168,20.8,0.59,0.102,0.453,10.8,33.5,22.0,16.7,2.2,2.1,17.0,23.3,1.9,1.4,3.3,0.137,0.4,0.6,1.0,0.9,POR
2,3,Norman Powell,28,34,1120,16.1,0.59,0.405,0.36,1.4,8.4,4.8,10.5,1.5,1.3,8.8,22.9,2.0,0.3,2.2,0.096,0.9,-1.7,-0.8,0.3,POR
3,4,Anfernee Simons,22,40,1100,15.5,0.58,0.543,0.14,1.9,8.6,5.2,20.5,0.9,0.5,10.9,23.2,1.8,0.0,1.9,0.082,1.7,-2.3,-0.5,0.4,POR
4,5,Nassir Little,21,41,1059,13.6,0.567,0.487,0.299,5.7,18.3,11.9,7.3,1.2,3.3,10.2,15.8,1.2,0.6,1.9,0.086,-0.8,-0.6,-1.4,0.2,POR
5,6,Damian Lillard,31,29,1056,19.3,0.55,0.514,0.328,1.3,11.4,6.3,33.6,0.8,1.0,11.6,29.5,2.2,0.1,2.3,0.104,4.4,-2.8,1.5,0.9,POR
6,7,CJ McCollum,30,28,983,16.6,0.534,0.435,0.111,3.1,10.3,6.6,21.6,1.5,1.9,10.1,26.6,0.8,0.4,1.2,0.057,2.2,-1.6,0.6,0.6,POR
7,8,Larry Nance Jr.,29,37,858,14.8,0.581,0.313,0.247,7.4,19.7,13.5,12.4,2.2,1.4,11.0,12.5,1.5,0.7,2.1,0.119,0.1,0.5,0.7,0.6,POR
8,9,Ben McLemore,28,29,500,13.3,0.607,0.801,0.117,1.5,7.2,4.3,7.3,1.1,0.8,8.8,20.7,0.7,0.0,0.7,0.069,1.1,-2.2,-1.1,0.1,POR
9,10,Dennis Smith Jr.,24,28,484,13.2,0.475,0.175,0.305,2.9,11.4,7.1,28.8,3.3,2.0,18.6,19.3,-0.1,0.4,0.4,0.036,-2.7,0.8,-1.9,0.0,POR
10,11,Tony Snell,30,32,421,4.8,0.491,0.767,0.041,2.6,12.0,7.2,5.4,0.6,0.9,11.9,8.7,0.0,0.0,0.0,0.005,-3.9,-1.2,-5.1,-0.3,POR
11,12,Cody Zeller,29,27,355,17.8,0.627,0.044,0.544,15.3,23.7,19.4,9.3,1.1,1.6,14.6,16.0,1.0,0.2,1.2,0.162,-0.8,-1.0,-1.8,0.0,POR
12,13,CJ Elleby,21,26,283,11.9,0.544,0.482,0.193,5.8,15.1,10.3,9.4,2.3,0.7,10.9,15.5,0.3,0.2,0.4,0.075,-2.2,-0.3,-2.5,0.0,POR
13,14,Trendon Watford,21,20,191,13.4,0.531,0.075,0.434,8.5,20.0,14.2,11.7,0.8,5.0,17.1,17.4,0.1,0.1,0.2,0.054,-3.0,-0.5,-3.5,-0.1,POR
14,15,Greg Brown III,20,18,85,10.1,0.436,0.194,0.419,10.2,18.5,14.3,9.0,1.2,4.5,14.0,21.9,-0.1,0.1,-0.1,-0.03,-5.4,-1.8,-7.2,-0.1,POR
15,16,Cameron McGriff,24,3,46,12.9,0.47,0.429,0.143,14.2,21.9,18.0,9.3,0.0,2.1,0.0,14.1,0.1,0.0,0.1,0.114,-0.5,-3.1,-3.6,0.0,POR
16,17,Reggie Perry,21,2,41,8.8,0.557,0.222,0.222,5.3,13.7,9.4,6.9,1.2,0.0,9.2,11.6,0.0,0.0,0.1,0.068,-4.3,-2.1,-6.4,0.0,POR
17,18,Keljin Blevins,26,6,36,3.3,0.505,0.818,0.182,0.0,9.3,4.6,8.0,0.0,0.0,20.2,18.0,-0.1,0.0,-0.1,-0.101,-3.2,-5.4,-8.6,-0.1,POR
18,19,Jarron Cumberland,24,3,12,8.7,0.5,0.5,0.0,9.1,18.7,13.8,11.5,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.091,-3.8,-2.3,-6.2,0.0,POR
19,20,Brandon Williams,22,2,12,26.8,0.658,0.0,2.333,0.0,18.7,9.2,26.0,0.0,0.0,0.0,22.1,0.1,0.0,0.1,0.289,5.1,-0.9,4.2,0.0,POR
0,1,Jonas Valančiūnas,29,43,1359,21.4,0.606,0.179,0.297,11.4,30.3,20.6,13.6,0.8,2.6,13.9,23.9,2.9,1.4,4.3,0.15,2.5,-0.6,1.9,1.3,NOP
1,2,Devonte' Graham,26,43,1349,13.0,0.523,0.677,0.161,1.6,7.5,4.5,22.0,1.6,0.6,10.5,20.6,1.2,0.6,1.8,0.062,0.8,-1.5,-0.7,0.4,NOP
2,3,Herbert Jones,23,43,1259,12.7,0.582,0.24,0.25,4.3,9.6,6.9,9.6,2.5,3.1,11.8,13.1,1.4,1.2,2.6,0.099,-1.8,1.3,-0.5,0.5,NOP
3,4,Brandon Ingram,24,36,1238,18.0,0.538,0.253,0.298,2.4,17.2,9.6,26.9,0.9,0.9,11.2,29.4,1.5,0.6,2.1,0.081,2.5,-1.1,1.4,1.1,NOP
4,5,Josh Hart,26,37,1230,15.9,0.613,0.329,0.395,4.3,20.8,12.4,19.5,1.4,0.8,15.2,16.8,2.2,1.0,3.2,0.123,0.3,0.5,0.8,0.9,NOP
5,6,Nickeil Alexander-Walker,23,43,1148,10.5,0.465,0.485,0.14,3.1,10.7,6.8,15.9,1.6,1.2,10.3,24.4,-0.9,0.6,-0.2,-0.01,-1.7,-1.7,-3.4,-0.4,NOP
6,7,Garrett Temple,35,44,862,9.6,0.522,0.627,0.136,3.2,12.0,7.5,8.9,1.9,1.9,12.3,14.2,0.1,0.6,0.8,0.044,-2.4,-0.1,-2.5,-0.1,NOP
7,8,Jaxson Hayes,21,34,479,19.2,0.649,0.107,0.537,9.9,17.5,13.6,4.0,1.2,4.7,11.1,18.6,1.2,0.5,1.7,0.166,-0.4,-0.5,-0.9,0.1,NOP
8,9,Tomáš Satoranský,30,31,462,7.0,0.386,0.291,0.243,4.1,10.9,7.4,21.0,1.5,0.2,16.8,12.8,-0.2,0.2,0.0,-0.004,-4.8,-0.7,-5.5,-0.4,NOP
9,10,Trey Murphy III,21,36,459,8.5,0.477,0.724,0.127,5.8,12.4,9.0,6.2,1.2,1.0,7.2,14.3,0.1,0.2,0.3,0.037,-2.1,-1.6,-3.7,-0.2,NOP
10,11,Willy Hernangómez,27,22,342,23.1,0.604,0.024,0.408,17.3,31.9,24.4,13.7,1.2,1.4,11.9,21.1,1.0,0.4,1.4,0.191,2.4,-1.2,1.2,0.3,NOP
11,12,Kira Lewis Jr.,20,24,341,10.1,0.466,0.397,0.082,2.8,9.8,6.2,22.9,1.6,0.3,14.7,22.4,-0.3,0.2,-0.1,-0.02,-2.5,-1.6,-4.1,-0.2,NOP
12,13,Naji Marshall,24,23,220,9.2,0.453,0.4,0.414,6.7,21.3,13.8,13.0,2.0,1.3,19.5,20.1,-0.3,0.2,-0.1,-0.012,-5.0,-0.5,-5.5,-0.2,NOP
13,14,Jose Alvarado,23,19,178,14.7,0.45,0.475,0.254,3.6,7.5,5.5,23.8,5.3,0.5,5.7,16.8,0.2,0.3,0.4,0.11,-1.9,3.9,2.0,0.2,NOP
14,15,Gary Clark,27,14,147,10.4,0.541,0.842,0.105,5.0,19.0,11.8,4.8,1.0,1.3,9.1,12.8,0.1,0.1,0.2,0.058,-0.1,-1.6,-1.7,0.0,NOP
15,16,Jared Harper,24,2,10,21.6,0.5,0.286,0.0,10.6,0.0,5.4,59.9,0.0,9.5,12.5,34.4,0.0,0.0,0.0,0.109,5.2,-1.8,3.4,0.0,NOP
16,17,Didi Louzada,22,2,7,-1.1,0.0,1.0,0.0,30.2,0.0,15.5,17.8,0.0,0.0,0.0,18.4,0.0,0.0,0.0,-0.252,-3.8,-8.7,-12.5,0.0,NOP
0,1,Tyrese Haliburton,21,44,1501,17.6,0.588,0.436,0.157,2.3,10.0,6.1,30.4,2.3,1.7,15.8,17.6,2.9,0.9,3.8,0.122,2.7,0.3,2.9,1.9,SAC
1,2,De'Aaron Fox,24,43,1468,16.5,0.532,0.213,0.344,1.5,10.3,5.9,24.6,1.7,1.0,12.4,28.1,1.0,0.6,1.6,0.053,-0.1,-1.3,-1.4,0.2,SAC
2,3,Harrison Barnes,29,43,1443,16.2,0.616,0.443,0.459,3.5,15.6,9.5,10.2,1.0,0.5,10.8,19.1,3.0,0.5,3.5,0.116,2.1,-1.3,0.8,1.0,SAC
3,4,Buddy Hield,29,48,1395,13.5,0.554,0.711,0.146,2.6,11.9,7.2,10.2,1.5,0.8,10.1,22.3,1.1,0.5,1.6,0.055,1.3,-1.5,-0.2,0.6,SAC
4,5,Davion Mitchell,23,42,1031,10.2,0.465,0.393,0.093,2.4,7.6,5.0,18.9,1.4,1.1,9.2,18.8,0.0,0.2,0.2,0.009,-2.2,-1.3,-3.5,-0.4,SAC
5,6,Richaun Holmes,28,30,773,20.9,0.732,0.018,0.299,9.7,24.2,16.9,7.5,0.7,3.6,13.9,16.2,2.4,0.6,3.0,0.187,1.5,0.1,1.6,0.7,SAC
6,7,Chimezie Metu,24,32,710,13.1,0.505,0.447,0.164,3.2,25.9,14.5,7.1,1.9,2.4,9.4,18.6,0.0,0.8,0.7,0.049,-1.2,0.0,-1.2,0.2,SAC
7,8,Marvin Bagley III,22,27,593,15.2,0.523,0.253,0.209,11.3,24.0,17.6,4.0,0.6,1.3,6.8,18.9,0.7,0.3,1.1,0.085,-0.4,-2.8,-3.2,-0.2,SAC
8,9,Maurice Harkless,28,30,551,6.5,0.533,0.566,0.142,1.2,12.2,6.7,3.8,1.0,2.6,13.8,10.1,-0.1,0.2,0.1,0.012,-3.6,0.1,-3.6,-0.2,SAC
9,10,Terence Davis,24,29,527,15.0,0.543,0.561,0.156,2.2,16.4,9.3,11.7,2.3,1.7,10.5,25.3,0.2,0.4,0.6,0.057,-0.4,-0.6,-0.9,0.2,SAC
10,11,Alex Len,28,30,523,13.6,0.569,0.126,0.344,9.8,19.8,14.8,9.9,0.9,4.0,17.9,17.3,0.4,0.4,0.8,0.074,-2.9,0.0,-2.9,-0.1,SAC
11,12,Tristan Thompson,30,30,455,15.5,0.521,0.007,0.397,16.9,20.9,18.9,5.8,1.2,2.2,14.1,19.3,0.4,0.3,0.7,0.074,-1.5,-2.0,-3.5,-0.2,SAC
12,13,Damian Jones,26,28,405,15.3,0.63,0.117,0.476,11.6,19.3,15.4,9.6,0.6,2.5,18.4,16.1,0.7,0.2,0.9,0.11,-1.4,-1.1,-2.5,0.0,SAC
13,14,Jahmi'us Ramsey,20,15,83,7.4,0.456,0.324,0.294,1.3,5.1,3.2,5.3,0.6,1.0,5.0,20.7,-0.1,0.0,-0.1,-0.045,-3.9,-3.3,-7.2,-0.1,SAC
14,15,Louis King,22,5,55,11.2,0.499,0.615,0.269,0.0,15.5,7.8,2.7,1.8,0.0,0.0,22.5,0.0,0.0,0.1,0.057,-2.2,-1.8,-4.0,0.0,SAC
15,16,Neemias Queta,22,6,40,10.0,0.388,0.0,0.267,16.0,18.7,17.3,10.4,1.2,2.1,10.7,20.0,0.0,0.0,0.0,0.0,-5.4,-1.9,-7.3,-0.1,SAC
16,17,Justin Robinson,24,3,15,-13.4,0.125,0.375,0.0,0.0,7.1,3.6,17.1,0.0,0.0,11.1,25.6,-0.1,0.0,-0.1,-0.45,-18.1,-8.0,-26.1,-0.1,SAC
17,18,Robert Woodard II,22,8,15,2.4,0.512,0.25,0.5,0.0,14.2,7.1,0.0,0.0,0.0,17.0,16.7,0.0,0.0,0.0,-0.05,-6.3,-3.4,-9.7,0.0,SAC
18,19,Emmanuel Mudiay,25,2,11,12.8,0.399,0.0,2.0,0.0,0.0,0.0,43.0,4.4,0.0,21.0,18.4,0.0,0.0,0.0,0.031,-2.2,1.3,-1.0,0.0,SAC
19,20,Ade Murkey,24,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.024,-6.9,-2.5,-9.4,0.0,SAC
0,1,Dejounte Murray,25,42,1446,21.5,0.508,0.237,0.148,4.0,21.7,12.7,39.9,2.8,0.9,11.2,26.3,2.1,2.0,4.2,0.139,3.2,1.7,4.8,2.5,SAS
1,2,Keldon Johnson,22,43,1320,13.7,0.559,0.323,0.238,3.4,17.7,10.5,7.7,1.1,0.4,8.9,20.1,1.1,1.1,2.2,0.08,-0.4,-1.3,-1.6,0.1,SAS
2,3,Derrick White,27,42,1278,16.4,0.537,0.439,0.278,1.9,10.3,6.1,25.4,1.7,2.5,11.2,21.0,1.8,1.2,3.0,0.112,1.2,0.4,1.6,1.2,SAS
3,4,Jakob Poeltl,26,39,1136,20.0,0.587,0.0,0.278,14.2,18.0,16.1,13.5,1.1,4.7,12.8,18.1,2.3,1.4,3.7,0.155,0.7,0.4,1.0,0.9,SAS
4,5,Lonnie Walker IV,23,43,979,11.8,0.494,0.467,0.177,0.8,11.3,6.0,14.4,1.3,1.1,8.3,23.0,-0.1,0.7,0.6,0.031,-1.7,-1.3,-3.0,-0.3,SAS
5,6,Devin Vassell,21,39,976,13.7,0.546,0.503,0.106,2.6,15.0,8.7,7.3,1.9,2.3,6.9,18.8,0.7,1.1,1.7,0.085,-0.5,0.1,-0.5,0.4,SAS
6,7,Doug McDermott,30,32,789,11.1,0.577,0.551,0.09,1.7,8.6,5.1,6.7,0.4,0.3,7.7,18.2,0.7,0.2,0.9,0.056,-0.5,-2.4,-2.9,-0.2,SAS
7,8,Bryn Forbes,28,40,676,12.9,0.572,0.51,0.166,0.6,9.1,4.8,8.7,1.2,0.4,9.4,21.9,0.5,0.4,0.9,0.062,-0.2,-1.7,-1.9,0.0,SAS
8,9,Keita Bates-Diop,26,39,673,11.9,0.555,0.23,0.236,7.0,18.5,12.7,4.9,1.2,1.6,12.9,14.2,0.4,0.6,1.0,0.075,-2.3,-0.7,-3.0,-0.2,SAS
9,10,Drew Eubanks,24,42,513,15.3,0.576,0.045,0.522,10.0,23.4,16.6,10.6,1.1,4.2,19.9,17.0,0.4,0.7,1.1,0.105,-2.5,0.4,-2.0,0.0,SAS
10,11,Tre Jones,22,37,454,13.6,0.534,0.104,0.172,3.4,13.1,8.2,23.7,1.5,0.0,12.7,15.4,0.6,0.3,0.9,0.099,-1.9,0.0,-1.8,0.0,SAS
11,12,Thaddeus Young,33,24,334,18.5,0.557,0.026,0.172,10.4,15.0,12.7,23.7,2.9,1.7,17.2,19.1,0.4,0.4,0.9,0.123,0.4,1.5,1.9,0.3,SAS
12,13,Jock Landale,26,29,298,18.5,0.624,0.422,0.225,12.3,10.9,11.6,13.6,0.8,3.1,15.1,18.8,0.7,0.2,0.9,0.147,2.1,-0.8,1.3,0.2,SAS
13,14,Joshua Primo,19,20,269,8.9,0.498,0.532,0.156,3.0,8.9,6.0,12.4,1.4,3.1,17.9,15.8,-0.1,0.2,0.1,0.014,-2.6,-0.3,-2.9,0.0,SAS
14,15,Joe Wieskamp,22,13,77,14.5,0.613,0.739,0.304,2.7,6.8,4.7,7.0,1.2,2.2,0.0,14.3,0.2,0.0,0.2,0.135,1.3,-0.3,1.0,0.1,SAS
15,16,Devontae Cacok,25,7,58,25.2,0.667,0.0,0.0,8.8,28.8,18.7,5.3,3.3,7.2,4.5,16.0,0.2,0.1,0.3,0.242,1.8,3.8,5.7,0.1,SAS
16,17,Tyler Johnson,29,3,53,5.6,0.3,0.6,0.0,3.9,7.9,5.8,11.1,1.8,3.1,9.1,8.8,0.0,0.0,0.0,0.006,-4.7,0.9,-3.8,0.0,SAS
17,18,Jaylen Morris,26,3,16,-11.5,0.129,0.333,0.667,0.0,13.1,6.5,14.1,0.0,0.0,11.4,23.2,-0.1,0.0,-0.1,-0.375,-15.7,-5.8,-21.5,-0.1,SAS
18,19,Anthony Lamb,24,2,8,-0.4,0.0,1.0,0.0,0.0,13.1,6.5,28.1,0.0,0.0,0.0,10.6,0.0,0.0,0.0,-0.14,-6.0,-1.9,-7.9,0.0,SAS
19,20,Juancho Hernangómez,26,1,2,-5.9,,,,51.1,0.0,25.8,0.0,0.0,0.0,100.0,21.2,0.0,0.0,0.0,-0.438,-17.9,-13.1,-31.1,0.0,SAS
0,1,Christian Wood,26,44,1357,18.7,0.568,0.359,0.347,6.1,30.0,18.1,11.7,1.2,2.8,10.4,23.7,1.7,1.2,2.9,0.103,1.6,-0.8,0.8,1.0,HOU
1,2,Jae'Sean Tate,26,45,1224,15.4,0.57,0.269,0.264,6.9,15.9,11.4,18.5,1.5,2.1,14.4,20.0,1.6,0.6,2.2,0.086,-0.5,-0.5,-1.0,0.3,HOU
2,3,Eric Gordon,33,40,1181,14.6,0.642,0.504,0.259,0.8,6.2,3.5,17.2,0.9,1.3,15.4,19.5,1.8,-0.1,1.7,0.07,1.4,-2.3,-0.9,0.3,HOU
3,4,Jalen Green,19,32,955,9.1,0.506,0.486,0.273,1.6,10.0,5.9,11.4,0.8,0.5,14.3,23.6,-0.8,0.0,-0.8,-0.042,-2.5,-2.8,-5.3,-0.8,HOU
4,5,Kevin Porter Jr.,21,31,935,10.9,0.491,0.485,0.282,2.7,12.3,7.5,30.0,2.1,0.9,21.3,23.9,-0.9,0.4,-0.5,-0.026,-2.2,-1.6,-3.8,-0.4,HOU
5,6,Kenyon Martin Jr.,21,44,840,15.4,0.579,0.296,0.255,5.9,15.5,10.7,11.4,1.1,2.6,8.7,16.9,1.3,0.3,1.7,0.096,0.5,-0.9,-0.4,0.3,HOU
6,7,Garrison Mathews,25,30,828,12.1,0.623,0.836,0.37,2.0,12.0,7.0,4.6,1.1,1.2,6.4,15.2,1.5,0.2,1.6,0.095,-0.4,-1.7,-2.1,0.0,HOU
7,8,Alperen Şengün,19,39,703,17.5,0.572,0.185,0.523,10.1,17.5,13.8,22.4,2.2,4.3,20.5,22.7,0.7,0.6,1.4,0.092,-0.7,1.1,0.4,0.4,HOU
8,9,Armoni Brooks,23,36,638,10.1,0.511,0.844,0.08,1.9,10.8,6.4,11.5,1.5,1.0,7.2,17.6,0.3,0.1,0.4,0.031,-1.4,-1.8,-3.2,-0.2,HOU
9,10,Josh Christopher,20,39,620,12.5,0.558,0.372,0.229,4.8,9.0,6.9,15.8,2.5,0.9,19.7,20.5,0.0,0.3,0.2,0.018,-1.6,-1.6,-3.2,-0.2,HOU
10,11,Daniel Theis,29,26,584,11.0,0.554,0.441,0.223,6.0,18.1,12.1,5.2,0.9,2.7,13.6,16.5,0.2,0.3,0.4,0.034,-2.3,-1.1,-3.4,-0.2,HOU
11,12,D.J. Augustin,34,33,495,10.7,0.608,0.707,0.286,1.3,7.4,4.4,21.2,1.0,0.0,22.3,16.5,0.4,-0.1,0.3,0.032,-0.8,-3.0,-3.9,-0.2,HOU
12,13,David Nwaba,29,33,469,15.8,0.547,0.248,0.333,6.8,23.0,14.9,8.7,2.2,3.5,8.5,16.0,0.6,0.5,1.0,0.107,-0.5,0.2,-0.3,0.2,HOU
13,14,Danuel House Jr.,28,16,233,7.1,0.467,0.459,0.257,1.9,18.0,10.0,11.7,1.0,2.0,17.9,18.3,-0.3,0.1,-0.2,-0.044,-4.6,-1.0,-5.5,-0.2,HOU
14,15,Usman Garuba,19,15,105,12.3,0.382,0.542,0.083,9.4,25.7,17.6,10.4,3.2,5.3,10.8,11.3,0.0,0.2,0.1,0.06,-1.9,1.6,-0.3,0.0,HOU
15,16,Trevelin Queen,24,8,69,15.6,0.61,0.759,0.103,7.9,14.1,11.0,7.0,3.4,0.0,18.8,22.9,0.0,0.1,0.1,0.05,0.6,-0.8,-0.2,0.0,HOU
16,17,Daishen Nix,19,8,67,17.6,0.704,0.35,0.15,1.6,14.5,8.1,24.4,5.0,0.0,29.7,19.2,0.0,0.1,0.1,0.075,-0.8,2.2,1.4,0.1,HOU
0,1,Shai Gilgeous-Alexander,23,42,1470,19.5,0.533,0.306,0.374,2.0,12.0,6.9,28.9,1.6,2.1,10.2,29.7,1.9,1.4,3.2,0.105,2.3,0.2,2.5,1.7,OKC
1,2,Luguentz Dort,22,43,1384,11.9,0.53,0.538,0.239,2.1,10.6,6.3,8.3,1.3,1.1,9.2,22.5,0.3,1.0,1.3,0.045,-2.0,-1.1,-3.0,-0.4,OKC
2,3,Josh Giddey,19,42,1294,13.1,0.463,0.34,0.107,5.5,19.2,12.2,32.4,1.6,1.3,19.2,21.5,-1.0,1.4,0.4,0.015,-1.4,0.1,-1.3,0.2,OKC
3,4,Darius Bazley,21,42,1080,11.1,0.474,0.414,0.235,4.1,21.1,12.4,6.9,1.4,4.3,12.6,17.8,-1.0,1.5,0.5,0.022,-3.1,0.5,-2.6,-0.2,OKC
4,5,Jeremiah Robinson-Earl,21,43,992,11.1,0.51,0.519,0.145,6.9,18.7,12.7,6.7,1.3,1.3,10.4,14.6,0.3,1.0,1.3,0.065,-2.2,-0.4,-2.6,-0.2,OKC
5,6,Kenrich Williams,27,39,813,13.5,0.531,0.368,0.178,7.0,13.2,10.0,14.5,2.2,0.6,11.2,15.6,0.7,0.8,1.5,0.091,-1.3,0.9,-0.4,0.3,OKC
6,7,Aaron Wiggins,23,29,627,11.5,0.585,0.448,0.276,3.8,12.0,7.9,7.4,1.8,0.9,12.5,14.4,0.5,0.6,1.1,0.081,-3.0,0.4,-2.6,-0.1,OKC
7,8,Ty Jerome,24,38,591,12.2,0.499,0.547,0.155,2.5,7.2,4.8,18.0,2.1,0.6,9.4,21.1,0.1,0.5,0.6,0.046,-1.9,-0.1,-2.0,0.0,OKC
8,9,Tre Mann,20,34,583,9.2,0.489,0.424,0.131,2.1,11.0,6.4,7.2,1.5,1.1,8.3,19.6,-0.3,0.5,0.1,0.012,-3.9,-0.8,-4.7,-0.4,OKC
9,10,Aleksej Pokusevski,20,36,544,8.0,0.414,0.451,0.073,6.0,21.3,13.5,11.4,1.6,2.9,17.4,19.2,-1.2,0.7,-0.5,-0.042,-5.2,0.3,-4.9,-0.4,OKC
10,11,Mike Muscala,30,39,527,21.0,0.642,0.667,0.222,3.0,18.8,10.8,6.6,1.5,4.1,5.0,21.3,1.5,0.7,2.1,0.195,4.5,1.0,5.5,1.0,OKC
11,12,Derrick Favors,30,31,496,13.8,0.51,0.082,0.122,9.0,20.8,14.8,7.7,1.2,1.3,3.7,14.0,0.6,0.5,1.1,0.109,-2.1,-0.2,-2.3,0.0,OKC
12,13,Théo Maledon,20,21,285,5.8,0.428,0.564,0.385,2.8,10.5,6.6,11.1,1.7,0.7,16.5,16.6,-0.4,0.2,-0.2,-0.03,-6.3,-0.1,-6.4,-0.3,OKC
13,14,Isaiah Roby,23,18,246,17.6,0.649,0.262,0.25,8.1,16.4,12.2,9.1,0.8,2.3,13.9,19.0,0.5,0.2,0.7,0.136,0.5,-0.5,0.0,0.1,OKC
14,15,Paul Watson,27,9,156,5.9,0.432,0.743,0.057,1.9,15.9,8.8,7.4,0.9,1.8,10.0,11.1,-0.1,0.1,0.0,0.009,-4.8,-0.8,-5.6,-0.1,OKC
15,16,Mamadi Diakite,25,7,82,8.8,0.479,0.0,0.1,8.5,21.4,14.9,0.0,1.8,3.4,12.6,12.6,0.0,0.1,0.1,0.046,-6.8,0.3,-6.5,-0.1,OKC
16,17,Gabriel Deck,26,7,56,12.0,0.643,0.286,0.0,1.8,9.2,5.4,14.2,0.9,0.0,12.5,12.4,0.1,0.0,0.1,0.09,-1.2,-1.5,-2.7,0.0,OKC
17,18,Scotty Hopson,32,1,18,0.3,0.5,0.25,0.0,0.0,5.7,2.8,8.4,0.0,0.0,33.3,14.4,0.0,0.0,0.0,-0.126,-8.5,-3.1,-11.6,0.0,OKC
18,19,Olivier Sarr,22,2,14,15.0,0.515,0.333,0.667,0.0,36.9,18.1,0.0,0.0,13.5,0.0,12.0,0.0,0.0,0.0,0.145,-3.1,3.0,-0.1,0.0,OKC
19,20,Rob Edwards,25,2,11,-0.7,0.375,1.0,0.0,0.0,28.2,13.8,0.0,0.0,0.0,20.0,19.7,0.0,0.0,0.0,-0.173,-8.1,-3.2,-11.3,0.0,OKC
20,21,Vit Krejci,21,3,9,-0.9,0.347,1.0,1.0,0.0,34.5,16.9,0.0,0.0,0.0,25.8,18.6,0.0,0.0,0.0,-0.171,-11.9,-2.1,-13.9,0.0,OKC
21,22,Jaylen Hoard,22,1,2,5.9,0.0,0.0,0.0,49.8,51.7,50.7,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,-0.208,-3.4,-9.6,-13.0,0.0,OKC
